poiID,poiCat,poiLon,poiLat
1930,UNK,116.68,40.36
1931,UNK,116.68,40.37
1932,UNK,116.65,40.31
1933,UNK,116.39,40.16
1934,UNK,116.37,40.16
1935,UNK,116.31,40.17
1936,UNK,116.29,40.18
1937,UNK,116.25,40.17
1938,UNK,116.29,40.03
1939,UNK,116.28,40.03
1940,UNK,116.19,39.78
1941,UNK,116.16,39.78
1942,UNK,116.16,39.77
1943,UNK,116.18,39.76
1944,UNK,116.2,39.76
1945,UNK,116.21,39.76
1946,UNK,116.22,39.76
1947,UNK,116.22,39.77
1948,UNK,116.21,39.77
1949,UNK,116.21,39.78
1950,UNK,116.21,39.79
1951,UNK,116.21,39.8
1952,UNK,116.35,40.16
1953,UNK,116.87,40.36
1954,UNK,116.41,40.16
1955,UNK,116.37,40.09
1956,UNK,116.38,40.09
1957,UNK,116.39,40.09
1958,UNK,116.42,40.09
1959,UNK,116.43,40.09
1960,UNK,116.44,40.08
1961,UNK,116.45,40.09
1962,UNK,116.45,40.08
1963,UNK,116.46,40.08
1964,UNK,116.53,40.1
1965,UNK,116.53,40.09
1966,UNK,116.54,40.09
1967,UNK,116.56,40.08
1968,UNK,116.56,40.07
1969,UNK,116.4,40.09
1970,UNK,116.44,40.09
1971,UNK,116.49,39.98
1972,UNK,116.56,40.05
1973,UNK,116.55,40.05
1974,UNK,116.54,40.05
1975,UNK,116.51,40.04
1976,UNK,116.5,40.04
1977,UNK,116.49,40.04
1978,UNK,116.46,40.04
1979,UNK,116.45,40.04
1980,UNK,116.46,40.02
1981,UNK,116.55,40.16
1982,UNK,116.57,40.17
1983,UNK,116.58,40.17
1984,UNK,116.59,40.17
1985,UNK,116.6,40.17
1986,UNK,116.62,40.17
1987,UNK,116.63,40.17
1988,UNK,116.61,40.17
1989,UNK,116.27,40.09
1990,UNK,116.45,40.1
1991,UNK,116.46,40.11
1992,UNK,116.47,40.11
1993,UNK,116.47,40.12
1994,UNK,116.5,40.12
1995,UNK,116.51,40.12
1996,UNK,116.56,40.1
1997,UNK,115.91,40.37
1998,UNK,115.9,40.37
1999,UNK,115.89,40.38
2000,UNK,115.9,40.38
2001,UNK,115.88,40.38
2002,UNK,115.9,40.39
2003,UNK,115.89,40.41
2004,UNK,115.89,40.42
2005,UNK,115.88,40.44
2006,UNK,115.87,40.45
2007,UNK,115.86,40.46
2008,UNK,115.85,40.46
2009,UNK,115.84,40.48
2010,UNK,115.83,40.47
2011,UNK,115.82,40.46
2012,UNK,115.81,40.45
2013,UNK,115.79,40.45
2014,UNK,115.79,40.44
2015,UNK,115.8,40.45
2016,UNK,115.81,40.46
2017,UNK,115.85,40.47
2018,UNK,115.87,40.46
2019,UNK,115.88,40.43
2020,UNK,115.91,40.38
2021,UNK,115.91,40.4
2022,UNK,115.92,40.41
2023,UNK,115.95,40.44
2024,UNK,115.96,40.44
2025,UNK,115.96,40.45
2026,UNK,115.97,40.45
2027,UNK,115.98,40.45
2028,UNK,115.99,40.45
2029,UNK,116.0,40.46
2030,UNK,115.99,40.46
2031,UNK,116.0,40.45
2032,UNK,115.99,40.44
2033,UNK,115.97,40.44
2034,UNK,115.88,40.39
2035,UNK,115.87,40.4
2036,UNK,115.88,40.4
2037,UNK,116.15,40.23
2038,UNK,116.3,40.17
2039,UNK,116.32,39.69
2040,UNK,116.32,39.67
2041,UNK,116.32,39.66
2042,UNK,116.32,39.64
2043,UNK,116.32,39.63
2044,UNK,116.32,39.65
2045,UNK,116.32,39.68
2046,UNK,116.33,39.7
2047,UNK,115.89,40.39
2048,UNK,115.89,40.37
2049,UNK,116.61,40.12
2050,UNK,116.63,40.12
2051,UNK,116.65,40.11
2052,UNK,116.66,40.1
2053,UNK,116.66,40.09
2054,UNK,116.65,40.1
2055,UNK,116.65,40.12
2056,UNK,116.54,40.12
2057,UNK,116.53,40.12
2058,UNK,116.51,39.83
2059,UNK,116.52,39.81
2060,UNK,116.57,39.75
2061,UNK,116.61,39.71
2062,UNK,116.67,39.67
2063,UNK,116.74,39.63
2064,UNK,116.7,39.65
2065,UNK,116.66,39.68
2066,UNK,116.54,39.84
2067,UNK,116.51,39.99
2068,UNK,116.51,39.97
2069,UNK,116.79,39.96
2070,UNK,116.79,39.97
2071,UNK,116.79,39.98
2072,UNK,116.78,39.97
2073,UNK,116.7,39.93
2074,UNK,116.7,39.94
2075,UNK,116.7,39.96
2076,UNK,116.7,39.97
2077,UNK,116.7,39.99
2078,UNK,116.69,40.0
2079,UNK,116.67,40.01
2080,UNK,116.65,40.04
2081,UNK,116.64,40.06
2082,UNK,116.63,40.07
2083,UNK,116.62,40.08
2084,UNK,116.62,40.1
2085,UNK,116.62,40.11
2086,UNK,116.6,40.12
2087,UNK,116.2,40.2
2088,UNK,116.19,40.2
2089,UNK,116.16,40.2
2090,UNK,116.15,40.2
2091,UNK,116.13,40.2
2092,UNK,116.11,40.2
2093,UNK,116.11,40.21
2094,UNK,116.12,40.21
2095,UNK,116.13,40.21
2096,UNK,116.12,40.2
2097,UNK,116.14,40.2
2098,UNK,116.21,40.2
2099,UNK,115.92,40.37
2100,UNK,116.18,40.22
2101,UNK,116.21,40.21
2102,UNK,116.11,40.22
2103,UNK,116.27,40.22
2104,UNK,116.28,40.22
2105,UNK,116.29,40.22
2106,UNK,116.16,40.19
2107,UNK,116.16,40.18
2108,UNK,116.16,40.17
2109,UNK,116.17,40.17
2110,UNK,116.18,40.17
2111,UNK,116.19,40.17
2112,UNK,116.2,40.17
2113,UNK,116.27,40.08
2114,UNK,116.57,40.05
2115,UNK,115.97,40.46
2116,UNK,115.95,40.45
2117,UNK,115.93,40.45
2118,UNK,115.92,40.45
2119,UNK,115.91,40.45
2120,UNK,115.89,40.45
2121,UNK,115.84,40.47
2122,UNK,115.9,40.4
2123,UNK,116.1,40.26
2124,UNK,116.37,39.81
2125,UNK,116.36,39.81
2126,UNK,116.36,39.82
2127,UNK,116.31,39.83
2128,UNK,116.68,39.66
2129,UNK,116.69,39.65
2130,UNK,116.65,39.69
2131,UNK,116.52,39.79
2132,UNK,116.51,39.8
2133,UNK,116.5,39.81
2134,UNK,116.52,39.95
2135,UNK,116.89,40.37
2136,UNK,116.87,40.38
2137,UNK,116.86,40.38
2138,UNK,116.85,40.37
2139,UNK,116.84,40.37
2140,UNK,116.83,40.37
2141,UNK,116.82,40.37
2142,UNK,116.81,40.36
2143,UNK,116.8,40.36
2144,UNK,116.8,40.35
2145,UNK,116.79,40.36
2146,UNK,116.78,40.35
2147,UNK,116.77,40.34
2148,UNK,116.76,40.34
2149,UNK,116.74,40.33
2150,UNK,116.73,40.33
2151,UNK,116.72,40.33
2152,UNK,116.7,40.33
2153,UNK,116.69,40.33
2154,UNK,116.68,40.33
2155,UNK,116.67,40.32
2156,UNK,116.66,40.32
2157,UNK,116.63,40.26
2158,UNK,116.64,40.24
2159,UNK,116.64,40.2
2160,UNK,116.62,40.16
2161,UNK,116.61,40.15
2162,UNK,116.59,40.14
2163,UNK,116.58,40.13
2164,UNK,116.18,40.16
2165,UNK,116.17,40.18
2166,UNK,116.17,40.19
2167,UNK,116.36,40.06
2168,UNK,116.16,40.16
2169,UNK,116.15,40.14
2170,UNK,116.12,40.17
2171,UNK,116.12,40.18
2172,UNK,116.11,40.19
2173,UNK,116.14,40.17
2174,UNK,116.15,40.17
2175,UNK,115.88,40.45
2176,UNK,116.51,40.03
2177,UNK,116.44,40.03
2178,UNK,116.5,39.8
2179,UNK,116.49,39.83
2180,UNK,116.47,40.15
2181,UNK,116.64,40.28
2182,UNK,116.64,40.25
2183,UNK,116.6,40.15
2184,UNK,116.57,40.13
2185,UNK,116.64,40.32
2186,UNK,116.63,40.31
2187,UNK,116.61,40.3
2188,UNK,116.15,40.18
2189,UNK,116.15,40.19
2190,UNK,116.57,40.14
2191,UNK,116.61,40.14
2192,UNK,116.62,40.13
2193,UNK,116.66,40.12
2194,UNK,116.67,40.11
2195,UNK,116.68,40.11
2196,UNK,116.69,40.12
2197,UNK,116.7,40.12
2198,UNK,116.72,40.12
2199,UNK,116.74,40.12
2200,UNK,116.75,40.13
2201,UNK,116.76,40.14
2202,UNK,116.77,40.14
2203,UNK,116.79,40.15
2204,UNK,116.81,40.15
2205,UNK,116.82,40.15
2206,UNK,116.83,40.15
2207,UNK,116.84,40.15
2208,UNK,116.86,40.15
2209,UNK,116.87,40.15
2210,UNK,116.89,40.15
2211,UNK,116.91,40.15
2212,UNK,116.93,40.15
2213,UNK,116.95,40.15
2214,UNK,116.96,40.15
2215,UNK,116.98,40.14
2216,UNK,117.0,40.14
2217,UNK,117.01,40.14
2218,UNK,117.02,40.14
2219,UNK,117.03,40.14
2220,UNK,117.05,40.15
2221,UNK,117.06,40.14
2222,UNK,117.08,40.14
2223,UNK,117.09,40.14
2224,UNK,117.09,40.15
2225,UNK,117.1,40.15
2226,UNK,117.11,40.15
2227,UNK,117.12,40.15
2228,UNK,117.12,40.16
2229,UNK,117.13,40.16
2230,UNK,117.13,40.17
2231,UNK,117.14,40.17
2232,UNK,117.11,40.16
2233,UNK,117.11,40.14
2234,UNK,117.1,40.14
2235,UNK,117.07,40.14
2236,UNK,116.99,40.14
2237,UNK,116.97,40.15
2238,UNK,116.94,40.15
2239,UNK,116.92,40.15
2240,UNK,116.9,40.15
2241,UNK,116.88,40.15
2242,UNK,116.85,40.15
2243,UNK,116.8,40.15
2244,UNK,116.78,40.15
2245,UNK,116.75,40.14
2246,UNK,116.74,40.13
2247,UNK,116.68,40.12
2248,UNK,116.6,40.14
2249,UNK,116.56,40.14
2250,UNK,116.58,40.14
2251,UNK,116.28,40.18
2252,UNK,116.56,40.15
2253,UNK,116.43,40.1
2254,UNK,116.42,40.1
2255,UNK,116.61,40.16
2256,UNK,116.63,40.16
2257,UNK,116.67,40.37
2258,UNK,116.68,40.32
2259,UNK,116.68,40.31
2260,UNK,116.67,40.3
2261,UNK,116.67,40.29
2262,UNK,116.67,40.28
2263,UNK,116.7,40.27
2264,UNK,116.49,40.18
2265,UNK,116.5,40.18
2266,UNK,116.51,40.18
2267,UNK,116.54,40.18
2268,UNK,116.56,40.17
2269,UNK,116.23,39.93
2270,UNK,116.22,39.93
2271,UNK,116.56,39.92
2272,UNK,116.16,39.9
2273,UNK,116.15,39.91
2274,UNK,116.15,39.9
2275,UNK,116.23,39.88
2276,UNK,116.22,39.88
2277,UNK,116.57,40.08
2278,UNK,116.12,40.1
2279,UNK,116.17,40.05
2280,UNK,116.46,40.12
2281,UNK,116.44,40.12
2282,UNK,116.43,40.12
2283,UNK,116.42,40.12
2284,UNK,116.41,40.12
2285,UNK,116.4,40.19
2286,UNK,116.4,40.2
2287,UNK,116.41,40.2
2288,UNK,116.41,40.21
2289,UNK,116.41,40.22
2290,UNK,116.41,40.23
2291,UNK,116.41,40.25
2292,UNK,116.4,40.25
2293,UNK,116.39,40.25
2294,UNK,116.39,40.26
2295,UNK,116.39,40.27
2296,UNK,116.38,40.28
2297,UNK,116.37,40.28
2298,UNK,116.36,40.28
2299,UNK,116.35,40.28
2300,UNK,116.35,40.29
2301,UNK,116.34,40.29
2302,UNK,116.34,40.3
2303,UNK,116.33,40.3
2304,UNK,116.33,40.31
2305,UNK,116.32,40.31
2306,UNK,116.32,40.32
2307,UNK,116.4,40.21
2308,UNK,116.45,40.12
2309,UNK,116.11,39.9
2310,UNK,116.08,39.9
2311,UNK,116.63,40.34
2312,UNK,116.62,40.36
2313,UNK,116.61,40.36
2314,UNK,116.68,40.35
2315,UNK,116.68,40.34
2316,UNK,116.28,39.94
2317,UNK,116.26,40.18
2318,UNK,116.2,40.23
2319,UNK,116.17,40.24
2320,UNK,116.08,40.24
2321,UNK,116.57,40.1
2322,UNK,116.57,40.09
2323,UNK,116.42,39.82
2324,UNK,116.25,40.01
2325,UNK,116.37,39.69
2326,UNK,116.12,39.7
2327,UNK,116.32,39.88
2328,UNK,116.33,39.88
2329,UNK,116.53,40.29
2330,UNK,116.55,40.33
2331,UNK,116.69,40.42
2332,UNK,116.68,40.44
2333,UNK,116.69,40.44
2334,UNK,116.69,40.45
2335,UNK,116.71,40.45
2336,UNK,116.72,40.45
2337,UNK,116.73,40.45
2338,UNK,116.74,40.46
2339,UNK,116.75,40.46
2340,UNK,116.76,40.47
2341,UNK,116.77,40.47
2342,UNK,116.6,40.13
2343,UNK,116.09,39.96
2344,UNK,116.44,40.01
2345,UNK,116.42,40.01
2346,UNK,116.41,39.83
2347,UNK,116.37,39.83
2348,UNK,116.37,39.84
2349,UNK,116.53,39.8
2350,UNK,116.55,39.82
2351,UNK,116.55,39.81
2352,UNK,116.54,39.82
2353,UNK,116.22,40.19
2354,UNK,116.81,39.95
2355,UNK,116.81,39.96
2356,UNK,116.8,39.96
2357,UNK,116.39,39.82
2358,UNK,116.41,39.82
2359,UNK,116.4,39.84
2360,UNK,116.82,39.94
2361,UNK,116.77,39.95
2362,UNK,116.82,39.95
2363,UNK,116.83,39.95
2364,UNK,116.31,39.84
2365,UNK,116.81,39.94
2366,UNK,116.56,39.89
2367,UNK,116.12,40.12
2368,UNK,116.18,40.13
2369,UNK,116.82,39.96
2370,UNK,116.64,39.91
2371,UNK,116.62,39.92
2372,UNK,116.66,40.04
2373,UNK,116.69,40.04
2374,UNK,116.71,40.04
2375,UNK,116.74,40.03
2376,UNK,116.77,40.03
2377,UNK,116.86,40.06
2378,UNK,117.0,40.07
2379,UNK,117.0,40.08
2380,UNK,117.01,40.09
2381,UNK,117.01,40.1
2382,UNK,117.01,40.11
2383,UNK,117.01,40.12
2384,UNK,117.02,40.13
2385,UNK,117.04,40.14
2386,UNK,117.12,40.14
2387,UNK,117.12,40.13
2388,UNK,117.11,40.13
2389,UNK,116.78,40.14
2390,UNK,116.73,40.12
2391,UNK,116.71,40.12
2392,UNK,116.66,40.11
2393,UNK,116.63,39.89
2394,UNK,116.55,39.94
2395,UNK,116.56,39.94
2396,UNK,116.58,39.94
2397,UNK,116.58,39.95
2398,UNK,116.58,39.96
2399,UNK,116.58,39.97
2400,UNK,116.58,39.98
2401,UNK,116.59,39.98
2402,UNK,116.6,39.98
2403,UNK,116.61,39.98
2404,UNK,116.62,39.99
2405,UNK,116.63,39.99
2406,UNK,116.64,39.98
2407,UNK,116.65,39.98
2408,UNK,116.66,39.99
2409,UNK,116.67,39.99
2410,UNK,116.7,39.98
2411,UNK,116.53,39.97
2412,UNK,116.49,39.97
2413,UNK,116.48,39.97
2414,UNK,116.65,39.94
2415,UNK,116.66,39.95
2416,UNK,116.66,39.94
2417,UNK,116.67,39.94
2418,UNK,116.67,39.93
2419,UNK,116.68,39.93
2420,UNK,116.69,39.93
2421,UNK,116.68,39.94
2422,UNK,116.69,39.94
2423,UNK,116.69,39.95
2424,UNK,116.7,39.95
2425,UNK,116.65,40.14
2426,UNK,116.63,40.14
2427,UNK,116.63,40.13
2428,UNK,116.62,40.03
2429,UNK,116.63,40.03
2430,UNK,116.67,40.03
2431,UNK,116.67,40.0
2432,UNK,116.69,39.99
2433,UNK,116.61,39.99
2434,UNK,116.57,39.98
2435,UNK,116.57,39.97
2436,UNK,116.56,39.97
2437,UNK,116.55,39.97
2438,UNK,116.54,39.97
2439,UNK,116.31,40.09
2440,UNK,116.27,40.06
2441,UNK,116.3,39.84
2442,UNK,116.82,40.0
2443,UNK,116.81,40.0
2444,UNK,116.25,39.96
2445,UNK,116.24,40.02
2446,UNK,116.21,40.02
2447,UNK,116.19,40.03
2448,UNK,116.15,40.04
2449,UNK,116.09,40.05
2450,UNK,116.05,40.06
2451,UNK,116.02,40.07
2452,UNK,115.87,40.12
2453,UNK,115.83,40.13
2454,UNK,115.78,40.15
2455,UNK,116.36,39.78
2456,UNK,116.47,39.8
2457,UNK,116.56,39.82
2458,UNK,116.32,40.09
2459,UNK,116.47,40.07
2460,UNK,116.39,40.08
2461,UNK,116.29,40.11
2462,UNK,116.4,40.1
2463,UNK,116.39,40.1
2464,UNK,116.38,40.1
2465,UNK,116.7,39.89
2466,UNK,116.29,39.79
2467,UNK,116.29,39.8
2468,UNK,116.3,39.81
2469,UNK,116.27,40.15
2470,UNK,116.48,39.68
2471,UNK,116.49,39.69
2472,UNK,116.5,39.7
2473,UNK,116.5,39.71
2474,UNK,116.51,39.71
2475,UNK,116.35,39.63
2476,UNK,116.35,39.65
2477,UNK,116.36,39.67
2478,UNK,116.33,39.82
2479,UNK,116.86,40.37
2480,UNK,116.85,40.38
2481,UNK,116.85,40.39
2482,UNK,116.84,40.38
2483,UNK,116.83,40.38
2484,UNK,116.83,40.36
2485,UNK,116.71,39.64
2486,UNK,116.18,39.99
2487,UNK,116.08,40.05
2488,UNK,116.15,39.8
2489,UNK,116.13,39.81
2490,UNK,116.12,39.81
2491,UNK,116.11,39.81
2492,UNK,116.1,39.8
2493,UNK,116.1,39.81
2494,UNK,116.09,39.81
2495,UNK,116.08,39.81
2496,UNK,116.07,39.81
2497,UNK,116.07,39.82
2498,UNK,116.07,39.83
2499,UNK,116.06,39.83
2500,UNK,116.08,39.82
2501,UNK,116.08,39.83
2502,UNK,116.26,39.98
2503,UNK,116.25,39.98
2504,UNK,116.47,39.76
2505,UNK,116.25,39.85
2506,UNK,116.22,39.94
2507,UNK,116.32,39.84
2508,UNK,116.23,39.96
2509,UNK,116.24,39.87
2510,UNK,116.22,39.82
2511,UNK,116.38,39.84
2512,UNK,116.23,39.99
2513,UNK,116.25,39.99
2514,UNK,116.48,40.02
2515,UNK,116.49,40.02
2516,UNK,116.5,40.02
2517,UNK,116.1,40.01
2518,UNK,116.11,40.01
2519,UNK,116.1,40.02
2520,UNK,116.01,40.11
2521,UNK,115.97,40.14
2522,UNK,116.57,39.86
2523,UNK,116.65,39.91
2524,UNK,116.65,39.9
2525,UNK,116.67,39.98
2526,UNK,116.71,39.99
2527,UNK,116.72,39.99
2528,UNK,116.73,39.99
2529,UNK,116.65,39.99
2530,UNK,116.55,39.98
2531,UNK,116.53,39.96
2532,UNK,116.21,40.11
2533,UNK,116.2,40.14
2534,UNK,116.15,40.26
2535,UNK,116.14,40.34
2536,UNK,116.18,39.94
2537,UNK,116.57,39.83
2538,UNK,116.54,39.95
2539,UNK,116.66,39.87
2540,UNK,116.66,39.86
2541,UNK,116.65,39.85
2542,UNK,116.66,39.85
2543,UNK,116.65,39.86
2544,UNK,116.26,39.99
2545,UNK,117.2,40.07
2546,UNK,117.19,40.06
2547,UNK,117.19,40.07
2548,UNK,117.18,40.07
2549,UNK,117.18,40.08
2550,UNK,117.17,40.08
2551,UNK,116.18,39.97
2552,UNK,116.52,40.06
2553,UNK,116.53,40.06
2554,UNK,116.31,39.82
2555,UNK,116.31,39.81
2556,UNK,116.31,39.8
2557,UNK,116.35,39.86
2558,UNK,116.37,39.82
2559,UNK,115.58,39.66
2560,UNK,115.55,39.65
2561,UNK,115.53,39.64
2562,UNK,115.95,40.38
2563,UNK,115.95,40.39
2564,UNK,115.95,40.4
2565,UNK,115.96,40.4
2566,UNK,115.97,40.41
2567,UNK,115.97,40.42
2568,UNK,115.98,40.42
2569,UNK,115.98,40.46
2570,UNK,115.99,40.47
2571,UNK,115.99,40.48
2572,UNK,115.98,40.47
2573,UNK,115.76,40.44
2574,UNK,115.74,40.45
2575,UNK,115.72,40.45
2576,UNK,116.38,40.33
2577,UNK,116.16,39.98
2578,UNK,116.14,39.98
2579,UNK,116.01,39.99
2580,UNK,116.0,39.99
2581,UNK,116.03,39.98
2582,UNK,116.07,39.98
2583,UNK,116.11,40.43
2584,UNK,116.08,40.43
2585,UNK,116.05,40.42
2586,UNK,116.84,40.39
2587,UNK,116.84,40.4
2588,UNK,116.84,40.41
2589,UNK,116.83,40.42
2590,UNK,116.83,40.43
2591,UNK,116.83,40.44
2592,UNK,116.83,40.46
2593,UNK,116.83,40.47
2594,UNK,116.82,40.48
2595,UNK,116.83,40.45
2596,UNK,116.27,40.13
2597,UNK,116.25,40.16
2598,UNK,116.29,39.82
2599,UNK,116.3,39.8
2600,UNK,116.3,39.72
2601,UNK,116.31,39.68
2602,UNK,116.31,39.65
2603,UNK,116.39,40.11
2604,UNK,116.2,39.98
2605,UNK,116.21,40.0
2606,UNK,116.18,40.01
2607,UNK,116.2,39.97
2608,UNK,116.22,39.97
2609,UNK,116.77,40.35
2610,UNK,116.75,40.33
2611,UNK,116.42,40.08
2612,UNK,115.96,40.46
2613,UNK,116.19,40.16
2614,UNK,116.55,40.26
2615,UNK,117.13,40.15
2616,UNK,117.14,40.16
2617,UNK,117.15,40.17
2618,UNK,117.15,40.18
2619,UNK,117.15,40.19
2620,UNK,117.15,40.16
2621,UNK,117.16,40.17
2622,UNK,117.17,40.17
2623,UNK,117.04,40.15
2624,UNK,116.53,40.25
2625,UNK,116.52,40.19
2626,UNK,116.51,40.17
2627,UNK,116.44,40.17
2628,UNK,116.43,40.18
2629,UNK,116.42,40.18
2630,UNK,116.41,40.18
2631,UNK,116.25,39.88
2632,UNK,116.51,39.79
2633,UNK,116.27,40.2
2634,UNK,116.27,40.19
2635,UNK,116.28,40.19
2636,UNK,116.3,40.2
2637,UNK,116.31,40.2
2638,UNK,116.32,40.2
2639,UNK,116.33,40.2
2640,UNK,116.34,40.21
2641,UNK,116.35,40.21
2642,UNK,116.35,40.22
2643,UNK,116.36,40.22
2644,UNK,116.38,40.23
2645,UNK,116.42,40.22
2646,UNK,116.43,40.23
2647,UNK,116.45,40.23
2648,UNK,116.46,40.23
2649,UNK,116.47,40.24
2650,UNK,116.49,40.24
2651,UNK,116.5,40.23
2652,UNK,116.51,40.24
2653,UNK,116.57,40.28
2654,UNK,116.69,40.37
2655,UNK,116.2,39.8
2656,UNK,116.19,39.76
2657,UNK,115.89,40.43
2658,UNK,115.82,40.47
2659,UNK,115.78,40.45
2660,UNK,115.77,40.46
2661,UNK,115.78,40.46
2662,UNK,115.79,40.46
2663,UNK,115.8,40.47
2664,UNK,115.81,40.48
2665,UNK,115.97,40.48
2666,UNK,115.97,40.47
2667,UNK,116.01,40.45
2668,UNK,116.81,39.97
2669,UNK,116.81,39.98
2670,UNK,116.81,39.99
2671,UNK,116.8,39.99
2672,UNK,116.79,39.99
2673,UNK,116.78,39.98
2674,UNK,116.77,39.98
2675,UNK,116.77,39.97
2676,UNK,116.76,39.97
2677,UNK,116.77,39.96
2678,UNK,116.78,39.96
2679,UNK,115.91,40.39
2680,UNK,115.9,40.35
2681,UNK,115.81,40.47
2682,UNK,115.89,40.4
2683,UNK,116.63,40.32
2684,UNK,116.63,40.33
2685,UNK,116.66,40.35
2686,UNK,116.65,40.22
2687,UNK,116.65,40.21
2688,UNK,116.67,40.21
2689,UNK,116.68,40.21
2690,UNK,116.69,40.21
2691,UNK,116.7,40.21
2692,UNK,116.72,40.21
2693,UNK,116.74,40.21
2694,UNK,116.75,40.21
2695,UNK,116.76,40.21
2696,UNK,116.77,40.21
2697,UNK,116.79,40.21
2698,UNK,116.8,40.21
2699,UNK,116.81,40.21
2700,UNK,116.82,40.2
2701,UNK,116.84,40.2
2702,UNK,116.85,40.2
2703,UNK,116.87,40.2
2704,UNK,116.88,40.2
2705,UNK,116.9,40.2
2706,UNK,116.91,40.2
2707,UNK,116.92,40.2
2708,UNK,116.93,40.2
2709,UNK,116.95,40.19
2710,UNK,116.96,40.19
2711,UNK,116.98,40.2
2712,UNK,116.99,40.2
2713,UNK,117.01,40.2
2714,UNK,117.01,40.19
2715,UNK,117.01,40.18
2716,UNK,117.01,40.16
2717,UNK,117.01,40.15
2718,UNK,116.66,40.37
2719,UNK,116.63,40.19
2720,UNK,116.58,39.92
2721,UNK,116.6,39.92
2722,UNK,116.61,39.92
2723,UNK,116.66,40.06
2724,UNK,116.66,40.07
2725,UNK,116.66,40.08
2726,UNK,116.64,40.08
2727,UNK,116.63,40.08
2728,UNK,116.62,40.09
2729,UNK,116.65,40.13
2730,UNK,116.65,40.15
2731,UNK,116.65,40.16
2732,UNK,116.65,40.17
2733,UNK,116.65,40.18
2734,UNK,116.65,40.2
2735,UNK,116.66,40.21
2736,UNK,116.75,40.22
2737,UNK,116.76,40.23
2738,UNK,116.77,40.24
2739,UNK,116.78,40.24
2740,UNK,116.79,40.24
2741,UNK,116.79,40.25
2742,UNK,116.79,40.26
2743,UNK,116.79,40.27
2744,UNK,116.79,40.28
2745,UNK,116.79,40.29
2746,UNK,116.8,40.3
2747,UNK,116.8,40.31
2748,UNK,116.81,40.31
2749,UNK,116.81,40.32
2750,UNK,116.82,40.33
2751,UNK,116.19,39.83
2752,UNK,116.18,39.83
2753,UNK,116.19,39.84
2754,UNK,116.45,39.83
2755,UNK,116.46,39.84
2756,UNK,116.49,39.89
2757,UNK,116.5,39.89
2758,UNK,116.46,39.83
2759,UNK,116.18,39.79
2760,UNK,116.15,39.76
2761,UNK,116.14,39.75
2762,UNK,116.12,39.75
2763,UNK,116.11,39.74
2764,UNK,116.1,39.73
2765,UNK,116.1,39.71
2766,UNK,116.1,39.7
2767,UNK,116.09,39.69
2768,UNK,116.08,39.68
2769,UNK,116.08,39.67
2770,UNK,116.07,39.65
2771,UNK,116.05,39.63
2772,UNK,116.09,39.68
2773,UNK,116.1,39.72
2774,UNK,116.13,39.75
2775,UNK,116.32,39.7
2776,UNK,116.31,39.67
2777,UNK,116.31,39.66
2778,UNK,116.27,39.85
2779,UNK,116.26,39.85
2780,UNK,116.66,39.65
2781,UNK,116.65,39.64
2782,UNK,116.66,39.64
2783,UNK,116.67,39.64
2784,UNK,116.66,39.66
2785,UNK,116.35,39.74
2786,UNK,116.36,39.74
2787,UNK,116.37,39.74
2788,UNK,116.35,39.76
2789,UNK,116.12,39.78
2790,UNK,116.24,39.88
2791,UNK,116.24,39.85
2792,UNK,116.24,39.84
2793,UNK,116.22,39.8
2794,UNK,116.22,39.7
2795,UNK,116.23,39.68
2796,UNK,116.23,39.67
2797,UNK,116.09,39.73
2798,UNK,116.07,39.72
2799,UNK,116.06,39.72
2800,UNK,116.05,39.72
2801,UNK,116.04,39.72
2802,UNK,116.03,39.72
2803,UNK,116.02,39.72
2804,UNK,116.01,39.72
2805,UNK,116.01,39.71
2806,UNK,116.01,39.7
2807,UNK,116.03,39.71
2808,UNK,116.04,39.71
2809,UNK,116.05,39.71
2810,UNK,116.0,39.72
2811,UNK,115.99,39.72
2812,UNK,115.98,39.72
2813,UNK,115.97,39.72
2814,UNK,115.96,39.72
2815,UNK,115.96,39.73
2816,UNK,115.95,39.73
2817,UNK,115.95,39.74
2818,UNK,115.95,39.75
2819,UNK,115.96,39.75
2820,UNK,115.96,39.76
2821,UNK,115.95,39.76
2822,UNK,115.97,39.75
2823,UNK,115.95,39.72
2824,UNK,116.11,39.72
2825,UNK,116.68,40.38
2826,UNK,116.67,40.42
2827,UNK,116.67,40.43
2828,UNK,116.67,40.44
2829,UNK,116.66,40.44
2830,UNK,116.66,40.45
2831,UNK,116.66,40.46
2832,UNK,116.65,40.47
2833,UNK,116.66,40.48
2834,UNK,116.65,40.46
2835,UNK,116.67,40.31
2836,UNK,115.96,40.41
2837,UNK,116.0,40.47
2838,UNK,116.02,40.48
2839,UNK,116.01,40.48
2840,UNK,116.14,39.76
2841,UNK,116.14,39.74
2842,UNK,116.15,39.75
2843,UNK,116.13,39.72
2844,UNK,116.12,39.71
2845,UNK,116.11,39.7
2846,UNK,116.1,39.69
2847,UNK,116.11,39.66
2848,UNK,116.11,39.65
2849,UNK,116.11,39.64
2850,UNK,116.11,39.63
2851,UNK,116.09,39.65
2852,UNK,116.08,39.65
2853,UNK,116.12,39.73
2854,UNK,116.13,39.74
2855,UNK,116.15,39.77
2856,UNK,116.26,39.84
2857,UNK,116.23,39.94
2858,UNK,116.2,39.86
2859,UNK,116.62,40.14
2860,UNK,116.65,39.65
2861,UNK,116.65,39.63
